,Date,VehicleId,Mileage,Fuel(in litres),Duration(in milliseconds),Total Distance
327,2019-12-02,12DF03C6:19683837391187968688,2.56748715654052,307.307866366553,58084000.0,536.12
328,2019-11-14,12DF03C6:19727335125463040688,2.55618032182942,303.901095461073,67283000.0,796.012999999999
329,2019-11-30,12DF03C6:19523068255842304686,2.55067810708527,311.192932497092,59994000.0,650.369
330,2020-01-04,12DF03C6:19523068255842304686,2.54872953485594,132.02185457431,30185000.0,336.488
331,2019-10-30,12DF03C6:19890203641970688685,2.52421681064659,313.508727404952,66488000.0,799.936
332,2019-12-25,12DF03C6:19683837391187968688,2.51758749945297,320.361060012907,60446000.0,307.748
333,2019-10-24,12DF03C6:19890203641970688685,2.51727382108106,314.652698235203,66841000.0,803.670999999999
334,2019-11-08,12DF03C6:19683837391187968688,2.51336687607244,318.741767318854,59780000.0,458.84
335,2019-11-12,12DF03C6:19683837391187968688,2.5038949259881,319.201892900763,61158000.0,543.058
336,2019-11-15,12DF03C6:19727335125463040688,2.49278575994462,319.326679729462,64499000.0,612.91
337,2019-10-21,12DF03C6:19890203641970688685,2.4898803939298,311.150287334581,62544000.0,159.689
338,2019-11-28,12DF03C6:19727335125463040688,2.48661352572084,311.207186800637,62890000.0,587.696
339,2019-11-03,12DF03C6:19683837391187968688,2.48304527487414,332.678589616884,72920000.0,786.325
340,2019-12-05,12DF03C6:19683837391187968688,2.47901333339749,314.743365631946,64736000.0,0.026
341,2019-10-31,12DF03C6:19523068255842304686,2.47707722626723,240.486244709325,52780000.0,545.944
342,2019-10-31,12DF03C6:19683837391187968688,2.4504767330355,343.674758730221,73973000.0,802.398
343,2019-10-29,12DF03C6:19890203641970688685,2.44174117142634,168.272134986356,40646000.0,791.47
344,2019-12-24,12DF03C6:19683837391187968688,2.44097978930333,313.676910949978,68320000.0,806.537
345,2019-11-11,12DF03C6:19727335125463040688,2.4359506648595,325.511518537151,55372000.0,488.538
346,2019-11-20,12DF03C6:19523068255842304686,2.42787324220898,315.880576739732,59075000.0,768.911
347,2019-10-27,12DF03C6:19890203641970688685,2.42633965682347,312.625644916121,61555000.0,413.065
348,2019-11-01,12DF03C6:19523068255842304686,2.42487327506778,287.480177693209,54193000.0,724.102
349,2019-11-07,12DF03C6:19613968860508160686,2.41892395414026,344.473830429348,73331000.0,185.585
350,2019-11-10,12DF03C6:19683837391187968688,2.41530116161526,182.427353988997,36260000.0,793.455
351,2019-11-14,12DF03C6:19683837391187968688,2.41350388489125,414.14269364022,76960000.0,785.756
352,2019-11-25,12DF03C6:19523068255842304686,2.40946282019642,329.35515474578,59491000.0,528.582
353,2019-10-25,12DF03C6:19683837391187968688,2.40383315532147,328.431695957041,67273000.0,775.279
354,2019-11-19,12DF03C6:19683837391187968688,2.39566867722296,323.559767412636,63315000.0,784.439
355,2020-01-15,12DF03C6:19523068255842304686,2.38463611176762,24.6519792726046,4512000.0,58.786
356,2019-11-22,12DF03C6:19523068255842304686,2.38315496559074,327.277500314236,64819000.0,773.281
357,2019-11-04,12DF03C6:19890203641970688685,2.37807265139271,97.8342692195484,19813000.0,0.364
358,2019-11-12,12DF03C6:19890203641970688685,2.37107287677434,423.455563021715,82554000.0,10.213
359,2019-11-30,12DF03C6:19683837391187968688,2.37034502998484,329.159675123325,67601000.0,1138.94
360,2020-01-05,12DF03C6:19523068255842304686,2.37024278777777,405.77741865074,80016000.0,961.790999999999
361,2019-11-07,12DF03C6:19683837391187968688,2.36857012700242,337.37189829853,65962000.0,801.115
362,2020-01-03,12DF03C6:19683837391187968688,2.3590580954485,432.499734520535,76739000.0,1020.29199999999
363,2019-12-07,12DF03C6:19523068255842304686,2.35514642663718,44.8562343322504,10530000.0,622.156999999999
364,2019-11-15,12DF03C6:19683837391187968688,2.3543141558508,333.751550551265,73698000.0,793.49
365,2019-10-31,12DF03C6:19613968860508160686,2.34113806572172,270.407375485067,57046000.0,638.151
366,2019-12-29,12DF03C6:19683837391187968688,2.33888274414071,371.987865650632,76413000.0,572.523
367,2019-11-24,12DF03C6:19683837391187968688,2.33835064567197,437.711941061716,85700000.0,518.204
368,2019-10-22,12DF03C6:19613968860508160686,2.33329856315343,299.488034251211,54140000.0,508.974
369,2019-10-25,12DF03C6:19890203641970688685,2.33205605943804,344.619074120225,78066000.0,514.87
370,2019-12-04,12DF03C6:19683837391187968688,2.32632893355087,429.778431407767,74098000.0,780.252999999999
371,2019-10-26,12DF03C6:19613968860508160686,2.32575824633162,421.814692712526,83276000.0,617.877
372,2020-01-14,12DF03C6:19683837391187968688,2.31741921053131,333.258219527289,60569000.0,772.299
373,2019-12-11,12DF03C6:19683837391187968688,2.29675697712567,337.808051843155,64674000.0,574.227
374,2019-12-09,12DF03C6:19523068255842304686,2.29039426859304,447.029148666595,81656000.0,433.23
375,2020-01-01,12DF03C6:19683837391187968688,2.28230866849315,341.411751511443,68051000.0,779.207
376,2019-10-20,12DF03C6:19613968860508160686,2.2793876927197,304.172038049718,55919000.0,900.615999999948
377,2019-10-28,12DF03C6:19890203641970688685,2.27841561981969,181.294842085347,35094000.0,410.770999999999
378,2019-10-29,12DF03C6:19683837391187968688,2.27700152100992,333.633944900948,66089000.0,733.157
379,2019-11-05,12DF03C6:19523068255842304686,2.27051237818461,307.198060975859,57963000.0,8.134
380,2019-12-31,12DF03C6:19683837391187968688,2.2688990791916,409.417945698567,73658000.0,
381,2019-11-28,12DF03C6:19683837391187968688,2.26199121742218,339.388585635129,57840000.0,780.876
382,2020-01-07,12DF03C6:19523068255842304686,2.25261150492863,334.643145678101,59746000.0,753.820999999999
383,2019-11-22,12DF03C6:19683837391187968688,2.25025017322906,342.005528610022,64231000.0,527.266999999999
384,2019-12-01,12DF03C6:19683837391187968688,2.24943304080732,346.493976864618,63850000.0,789.009
385,2019-11-10,12DF03C6:19727335125463040688,2.24757352668281,351.131560605614,63742000.0,792.93
386,2019-10-26,12DF03C6:19523068255842304686,2.23984958486376,312.95181816534,60928000.0,529.45
387,2020-01-13,12DF03C6:19683837391187968688,2.22538308613495,347.39771539412,66245000.0,773.093
388,2019-11-11,12DF03C6:19683837391187968688,2.22518058899211,356.580047446573,66953000.0,799.248000000021
389,2019-11-24,12DF03C6:19523068255842304686,2.21376043965965,350.675703699606,62724000.0,793.569
390,2019-11-29,12DF03C6:19683837391187968688,2.21293297337389,352.869250625993,75556000.0,420.697
391,2019-11-03,12DF03C6:19523068255842304686,2.21232918628959,315.751834911858,58214000.0,583.403
392,2019-12-09,12DF03C6:19683837391187968688,2.20698697019987,352.515447759776,64978000.0,766.771
393,2020-01-05,12DF03C6:19683837391187968688,2.20510972342864,351.494980846053,62410000.0,775.085
394,2019-11-03,12DF03C6:19727335125463040688,2.20207182552922,353.34587681444,70188000.0,588.941
395,2019-12-02,12DF03C6:19727335125463040688,2.20147890324376,355.605951456767,64030000.0,766.251
396,2019-12-31,12DF03C6:19523068255842304686,2.19963322468822,316.128612804783,59971000.0,
397,2019-11-01,12DF03C6:19613968860508160686,2.19686668747716,290.482350903522,54376000.0,780.878
398,2019-10-24,12DF03C6:19613968860508160686,2.19656285811371,345.044985715025,64897000.0,1018.356
399,2020-01-01,12DF03C6:19523068255842304686,2.19087481245855,439.439530969647,77203000.0,962.757
400,2019-11-26,12DF03C6:19683837391187968688,2.1860188852276,469.656509803255,76971000.0,766.377
401,2019-12-27,12DF03C6:19523068255842304686,2.18160898388914,346.862341321587,68547000.0,507.514
402,2019-11-13,12DF03C6:19523068255842304686,2.17765726690241,319.547070411968,59067000.0,544.653
403,2019-12-02,12DF03C6:19523068255842304686,2.17722685710421,409.809385314454,67881000.0,511.506
404,2020-01-13,12DF03C6:19890203641970688685,2.17634214851119,352.921529606652,61629000.0,768.078
405,2019-11-13,12DF03C6:19727335125463040688,2.1757597062976,350.762539535517,60181000.0,776.826
406,2019-10-28,12DF03C6:19727335125463040688,2.17413329413349,319.974401697048,54254000.0,516.116
407,2019-11-27,12DF03C6:19727335125463040688,2.17297403654442,349.717478082929,70346000.0,773.852
408,2019-11-15,12DF03C6:19890203641970688685,2.16981764181442,318.407863723641,56889000.0,9.808
409,2019-11-10,12DF03C6:19890203641970688685,2.16936237349314,246.070461312759,47825000.0,996.378999999999
410,2019-10-27,12DF03C6:19727335125463040688,2.16830439084079,269.427577819674,50760000.0,695.666999999999
411,2019-11-27,12DF03C6:19683837391187968688,2.16780982520887,353.525937140799,65723000.0,767.694
412,2019-12-04,12DF03C6:19523068255842304686,2.16469343727661,349.987202323276,59681000.0,571.352
413,2019-11-04,12DF03C6:19613968860508160686,2.16110181052536,283.01581953296,55224000.0,972.866
414,2019-12-03,12DF03C6:19523068255842304686,2.1594406673085,236.86967081042,43228000.0,757.615
415,2020-01-12,12DF03C6:19523068255842304686,2.15567051850801,323.475686109312,56503000.0,697.307
416,2019-10-30,12DF03C6:19523068255842304686,2.15342021454018,324.293417181056,58229000.0,595.703
417,2019-11-13,12DF03C6:19683837391187968688,2.15261163671436,252.278669657707,48004000.0,999.535
418,2019-11-28,12DF03C6:19523068255842304686,2.14857833961428,254.387280148287,55007000.0,783.001
419,2020-01-02,12DF03C6:19683837391187968688,2.14369604833842,239.935134646849,46114000.0,514.348
420,2019-11-06,12DF03C6:19683837391187968688,2.14209822507975,362.635098103906,64221000.0,799.088999999999
421,2019-11-03,12DF03C6:19890203641970688685,2.14003230060202,240.965054525079,48424000.0,332.394
422,2019-11-05,12DF03C6:19727335125463040688,2.13959355337774,454.006789498164,82062000.0,771.4
423,2019-10-26,12DF03C6:19890203641970688685,2.1389570477552,240.710770952762,42741000.0,758.536
424,2019-10-28,12DF03C6:19523068255842304686,2.1369359026738,355.449594463548,61507000.0,572.559
425,2019-10-25,12DF03C6:19613968860508160686,2.13620078509719,275.525598579546,55159000.0,981.039
426,2019-10-22,12DF03C6:19523068255842304686,2.13188093459189,268.251378733528,44533000.0,787.205
427,2019-12-24,12DF03C6:19523068255842304686,2.13089661687688,269.530204070516,48734000.0,699.517
428,2019-11-22,12DF03C6:19727335125463040688,2.12869161292963,328.418637887079,56305000.0,378.231999999999
429,2019-11-09,12DF03C6:19683837391187968688,2.12792233382017,215.628170590353,50046000.0,440.617000000025
430,2019-11-03,12DF03C6:19613968860508160686,2.12790177278474,371.423159709896,64145000.0,611.626
431,2019-12-06,12DF03C6:19523068255842304686,2.12628166484431,327.4298092821,54247000.0,0.538
432,2019-11-30,12DF03C6:19727335125463040688,2.12355222904369,327.15277283896,58167000.0,773.793
433,2019-12-25,12DF03C6:19523068255842304686,2.12263583644188,329.551111872576,58273000.0,513.497
434,2019-12-08,12DF03C6:19727335125463040688,2.12254667395301,328.081831389406,53704000.0,292.885999999999
435,2019-12-08,12DF03C6:19523068255842304686,2.12165159705237,243.702595052997,42524000.0,869.816
436,2019-12-29,12DF03C6:19523068255842304686,2.12066858364896,329.6135027366,61644000.0,570.227
437,2019-11-21,12DF03C6:19683837391187968688,2.11851007944925,368.540611429601,72834000.0,1116.88299999999
438,2019-10-30,12DF03C6:19727335125463040688,2.1156134215466,370.058155250152,66702000.0,766.242
439,2019-10-30,12DF03C6:19613968860508160686,2.11208256049573,376.670881565004,71291000.0,633.060999999999
440,2019-10-27,12DF03C6:19613968860508160686,2.11027521330575,292.794511400289,49574000.0,981.064
441,2019-12-11,12DF03C6:19523068255842304686,2.10908258796185,331.322255462401,62413000.0,570.671
442,2019-11-04,12DF03C6:19523068255842304686,2.10623148317791,276.989022649947,52795000.0,697.497
443,2019-12-03,12DF03C6:19683837391187968688,2.10052116503286,255.231896219247,47456000.0,999.806
444,2019-11-11,12DF03C6:19890203641970688685,2.09895565992231,474.702262189224,85035000.0,1004.044
445,2019-10-23,12DF03C6:19613968860508160686,2.09869815489339,242.518915268143,43523000.0,328.135
446,2019-10-28,12DF03C6:19683837391187968688,2.09606502867332,250.590030755129,44015000.0,759.685
447,2019-12-10,12DF03C6:19523068255842304686,2.09186410434639,276.921908453034,53483000.0,998.896
448,2019-11-02,12DF03C6:19613968860508160686,2.09087637667569,373.469234580729,71699000.0,790.352
449,2019-11-15,12DF03C6:19523068255842304686,2.08589266333544,361.161440970488,65416000.0,570.547
450,2019-10-20,12DF03C6:19890203641970688685,2.08050193132147,368.191919684228,69858000.0,774.727
451,2019-12-26,12DF03C6:19683837391187968688,2.07911902393551,208.429625726632,37487000.0,1232.065
452,2019-11-23,12DF03C6:19683837391187968688,2.0725325002789,254.407108177576,57306000.0,1023.524
453,2019-11-07,12DF03C6:19727335125463040688,2.07162160372296,373.599598792125,64032000.0,769.978
454,2019-11-14,12DF03C6:19890203641970688685,2.06433298528077,292.235314894127,56784000.0,690.887
455,2019-10-24,12DF03C6:19523068255842304686,2.06328511810781,218.588306599918,42778000.0,901.688
456,2019-12-28,12DF03C6:19683837391187968688,2.06196163493894,270.815416998063,63943000.0,1019.093
457,2019-10-29,12DF03C6:19613968860508160686,2.0608433266733,378.704673906402,68550000.0,795.56
458,2019-11-19,12DF03C6:19727335125463040688,2.05069596618245,386.246431973294,66003000.0,11.32
459,2020-01-03,12DF03C6:19523068255842304686,2.04990009541519,387.313021632495,68103000.0,793.953
460,2019-12-10,12DF03C6:19683837391187968688,2.04947793637751,374.129912008362,65274000.0,775.863
461,2019-10-27,12DF03C6:19523068255842304686,2.04239268016135,259.230267099357,44477000.0,759.573
462,2019-11-09,12DF03C6:19727335125463040688,2.03993082339743,392.54321314012,71515000.0,1070.288
463,2019-11-17,12DF03C6:19523068255842304686,2.03818497664185,336.124546030535,58800000.0,523.571
464,2019-12-26,12DF03C6:19523068255842304686,2.03739711998914,252.035793592726,45791000.0,756.718
465,2019-10-29,12DF03C6:19523068255842304686,2.03549967301477,281.286706940111,49512000.0,698.339999999999
466,2019-11-01,12DF03C6:19727335125463040688,2.03221032072462,384.793341528336,67773000.0,356.986
467,2019-11-26,12DF03C6:19727335125463040688,2.02547025202341,385.066627969899,66387000.0,759.927
468,2019-11-24,12DF03C6:19727335125463040688,2.02423715088777,385.200913666675,67830000.0,923.712
469,2019-12-30,12DF03C6:19683837391187968688,2.02350864016362,340.010903014659,64358000.0,1154.863
470,2019-10-28,12DF03C6:19613968860508160686,2.02243063329262,485.091544723477,77739000.0,780.451
471,2019-11-08,12DF03C6:19613968860508160686,2.02194264395416,229.524314840318,46225000.0,278.5
472,2019-11-02,12DF03C6:19727335125463040688,2.01545723216356,378.416861359678,69642000.0,1183.79
473,2019-12-04,12DF03C6:19727335125463040688,2.0147275006887,387.24790312005,60970000.0,766.504999999999
474,2019-11-25,12DF03C6:19683837391187968688,2.00973180893899,257.898092518937,46304000.0,1026.78
475,2019-12-28,12DF03C6:19523068255842304686,2.00774328897795,252.778332163346,46300000.0,699.001
476,2019-11-05,12DF03C6:19613968860508160686,2.00667043959256,484.816031972609,83847000.0,738.227
477,2019-11-02,12DF03C6:19683837391187968688,2.00298196489174,400.137901413064,69681000.0,826.055999999999
478,2019-11-16,12DF03C6:19727335125463040688,1.99966464649766,306.506393996357,59119000.0,968.339999999999
479,2019-11-17,12DF03C6:19727335125463040688,1.99938864290268,484.318045637278,86434000.0,374.573999999999
480,2019-10-22,12DF03C6:19890203641970688685,1.99799322918314,79.92469527301,18680000.0,
481,2019-11-19,12DF03C6:19523068255842304686,1.99724182684766,510.467979538144,77627000.0,766.917999999939
482,2019-11-12,12DF03C6:19523068255842304686,1.99526065588776,262.468965372842,45932000.0,695.864
483,2019-12-08,12DF03C6:19683837391187968688,1.99525040246496,385.148149350389,66608000.0,1028.679
484,2019-11-12,12DF03C6:19727335125463040688,1.9936471540398,393.698051538126,66043000.0,1059.532
485,2019-12-10,12DF03C6:19727335125463040688,1.99067994647238,143.266123972057,36034000.0,467.278
486,2020-01-04,12DF03C6:19683837391187968688,1.98825132541236,388.005273850376,67297000.0,771.452
487,2019-11-21,12DF03C6:19727335125463040688,1.98401018724353,290.466754508282,47164000.0,699.102
488,2019-11-23,12DF03C6:19727335125463040688,1.98148548715207,389.415923055296,73559000.0,1019.578
489,2019-12-05,12DF03C6:19523068255842304686,1.9806609045611,288.465329266751,46256000.0,696.208
490,2019-10-25,12DF03C6:19523068255842304686,1.97972322339593,455.461647034316,81910000.0,700.965
491,2019-11-01,12DF03C6:19683837391187968688,1.97457514318421,406.364884501708,70902000.0,801.469
492,2019-11-29,12DF03C6:19727335125463040688,1.97345880481846,297.799983746841,53996000.0,694.726
493,2019-12-05,12DF03C6:19727335125463040688,1.97273136750219,388.550115148482,65662000.0,562.741
494,2020-01-14,12DF03C6:19523068255842304686,1.97232941847149,289.541389309381,47503000.0,571.071
495,2020-01-11,12DF03C6:19523068255842304686,1.97114871304803,288.777298349954,49247000.0,569.223
496,2020-01-10,12DF03C6:19523068255842304686,1.96757599713135,405.528935687017,75097000.0,797.909
497,2019-12-01,12DF03C6:19523068255842304686,1.96516824950204,330.948253496766,55666000.0,892.248
498,2019-10-29,12DF03C6:19727335125463040688,1.96251844364304,390.489578573044,67015000.0,1033.127
499,2020-01-06,12DF03C6:19523068255842304686,1.95709452184392,261.336892158951,52194000.0,511.461
500,2019-11-14,12DF03C6:19523068255842304686,1.95599037807831,278.453823753008,49935000.0,753.344
501,2019-11-05,12DF03C6:19683837391187968688,1.93829928498685,395.991478687051,66535000.0,776.8
502,2019-12-01,12DF03C6:19727335125463040688,1.93382819158763,400.135339512623,72379000.0,782.858999999999
503,2019-10-31,12DF03C6:19727335125463040688,1.92993017719675,397.030943944809,72406000.0,781.981
504,2019-11-08,12DF03C6:19727335125463040688,1.92949309216357,399.057142586921,78947000.0,519.667
505,2019-12-27,12DF03C6:19683837391187968688,1.9284663905045,573.752804533213,93305000.0,298.910999999999
506,2019-11-02,12DF03C6:19523068255842304686,1.924622591557,297.691091496796,51214000.0,698.547
507,2019-12-09,12DF03C6:19727335125463040688,1.92414221715507,152.282402718252,39615000.0,285.323999999999
508,2019-11-16,12DF03C6:19890203641970688685,1.91278989998713,5.12758876448792,2532000.0,
509,2019-11-04,12DF03C6:19727335125463040688,1.90990379713325,308.361604853601,55785000.0,971.39
510,2019-11-18,12DF03C6:19727335125463040688,1.90048954936201,405.752823139103,74383000.0,1188.629
511,2019-12-06,12DF03C6:19727335125463040688,1.89545709022928,300.800267618313,50200000.0,812.356
512,2020-01-09,12DF03C6:19523068255842304686,1.89095589862925,417.596730083668,74818000.0,789.657
513,2019-11-16,12DF03C6:19523068255842304686,1.88187612988453,303.179891035126,52754000.0,685.084
514,2019-11-25,12DF03C6:19727335125463040688,1.87665343447246,410.391170715276,68657000.0,779.941
515,2019-12-30,12DF03C6:19523068255842304686,1.87167510583551,304.66131553609,52167000.0,695.367
516,2019-12-07,12DF03C6:19727335125463040688,1.86013803614733,432.73293936141,73841000.0,696.368999999999
517,2019-11-06,12DF03C6:19727335125463040688,1.85921543807952,414.906193333256,65434000.0,773.957
518,2019-12-03,12DF03C6:19727335125463040688,1.84797789371812,414.642947085425,65224000.0,780.199
519,2019-10-23,12DF03C6:19523068255842304686,1.84732138577645,426.133214318376,81051000.0,451.01
520,2019-11-26,12DF03C6:19523068255842304686,1.83176834443489,288.607454979845,52304000.0,0.429
521,2019-12-11,12DF03C6:19727335125463040688,1.82936441636482,266.91838740927,52197000.0,48.5459999999999
522,2019-11-11,12DF03C6:19523068255842304686,1.7522680676021,59.5559560374851,26895000.0,523.694
523,2019-11-18,12DF03C6:19523068255842304686,1.72051554386633,304.310531727852,47622000.0,1019.528
524,2020-01-02,12DF03C6:19523068255842304686,1.7001789619055,315.790285628673,56824000.0,536.9
525,2019-12-01,12DF03C6:19978048393314304687,1.6895970631824,0.521426095722853,804000.0,
526,2019-11-22,12DF03C6:19636436681228288687,1.64781527222777,0.162032725694444,228000.0,348.231999999999
527,2019-12-11,12DF03C6:19978048393314304687,1.63497007142591,0.379211834415584,593000.0,281.078
528,2019-11-26,12DF03C6:19636436681228288687,1.40240939881805,1.94664981730786,2475000.0,417.669
529,2019-10-24,12DF03C6:19978048393314304687,1.3564028200133,1.41993217028338,2487000.0,350.115
530,2019-12-24,12DF03C6:19636436681228288687,1.34726762958083,1.64629502802651,2676000.0,349.133
531,2019-11-20,12DF03C6:19727335125463040688,1.24281457254801,9.10835795624105,5882000.0,576.289
532,2020-01-07,12DF03C6:19636436681228288687,1.24275573637125,0.284850827591953,648000.0,0.354
533,2019-11-06,12DF03C6:19523068255842304686,1.15899158116379,7.01817004730294,3912000.0,0.158
534,2019-11-30,12DF03C6:19636436681228288687,1.13261111373324,1.44798155352221,2184000.0,425.774
535,2019-11-13,12DF03C6:19890203641970688685,1.09769385657302,9.30405134258902,7515000.0,603.27099999986
536,2019-11-08,12DF03C6:19636436681228288687,0.915676527268872,0.515465872438385,781000.0,
537,2019-12-05,12DF03C6:19636436681228288687,0.823860604941971,1.12761794219476,1251000.0,277.987
538,2019-11-05,12DF03C6:19890203641970688685,0.649144006545565,0.560738443749999,635000.0,
539,2019-11-18,12DF03C6:19890203641970688685,0.622557560269109,1.10029986577289,1784000.0,
540,2019-12-03,12DF03C6:19636436681228288687,0.556443365546339,0.132987478298611,219000.0,349.623999999999
541,2020-01-03,12DF03C6:19978048393314304687,0.469707903009401,0.257606906813271,377000.0,0.121
542,2019-11-27,12DF03C6:19523068255842304686,0.435005351355895,0.802288980841683,834000.0,546.571
543,2019-11-04,12DF03C6:19636436681228288687,0.317056872897729,1.27421934212514,2014000.0,352.127
544,2020-01-15,12DF03C6:19683837391187968688,0.259782996770914,0.650542961243264,646000.0,0.168999999999999
545,2019-10-27,12DF03C6:19683837391187968688,0.246528035273447,1.56980117727948,1676000.0,525.252999999999
546,2020-01-14,12DF03C6:19890203641970688685,0.238565677343451,0.561690187340262,688000.0,0.134
547,2020-01-06,12DF03C6:19683837391187968688,0.22548073994008,1.09543724251409,1179000.0,0.247
548,2020-01-13,12DF03C6:19523068255842304686,0.187896449947883,1.44760584926135,1899000.0,0.272
549,2019-11-07,12DF03C6:19523068255842304686,0.151664284593838,1.0417746038438,877000.0,
550,2019-11-20,12DF03C6:19890203641970688685,0.0817912534221305,1.41824455729166,1024000.0,
551,2020-01-08,12DF03C6:19523068255842304686,0.0616809209647523,1.42669724484638,1284000.0,0.088
552,2019-12-06,12DF03C6:19683837391187968688,0.024778218852838,1.04930867526912,2121000.0,795.627
553,2020-01-16,12DF03C6:19060512629444608688,,,44588000.0,568.066
554,2020-01-17,12DF03C6:19060512629444608688,,,33855000.0,391.296
555,2020-01-18,12DF03C6:19060512629444608688,,,34327000.0,454.519
556,2020-01-19,12DF03C6:19060512629444608688,,,33071000.0,398.936
557,2020-01-20,12DF03C6:19060512629444608688,,,38761000.0,559.820999999999
558,2020-01-21,12DF03C6:19060512629444608688,,,26737000.0,340.302
559,2020-01-22,12DF03C6:19060512629444608688,,,37950000.0,503.187
560,2020-01-23,12DF03C6:19060512629444608688,,,29208000.0,340.410999999999
561,2020-01-24,12DF03C6:19060512629444608688,,,39776000.0,463.575
562,2020-01-25,12DF03C6:19060512629444608688,,,39925000.0,442.52
563,2020-01-26,12DF03C6:19060512629444608688,,,43277000.0,566.294
564,2020-01-27,12DF03C6:19060512629444608688,,,32562000.0,360.588999999999
565,2020-01-28,12DF03C6:19060512629444608688,,,37733000.0,455.414
566,2020-01-29,12DF03C6:19060512629444608688,,,33841000.0,399.048
567,2020-01-30,12DF03C6:19060512629444608688,,,47597000.0,565.444
568,2020-01-31,12DF03C6:19060512629444608688,,,32703000.0,391.306
569,2020-01-16,12DF03C6:19317455059550208687,,,33525000.0,420.828999999999
570,2020-01-17,12DF03C6:19317455059550208687,,,19854000.0,308.751
571,2020-01-18,12DF03C6:19317455059550208687,,,60311000.0,570.215999999999
572,2020-01-19,12DF03C6:19317455059550208687,,,13216000.0,212.803
573,2020-01-20,12DF03C6:19317455059550208687,,,17919000.0,216.789
574,2020-01-21,12DF03C6:19317455059550208687,,,60346000.0,452.634
575,2020-01-22,12DF03C6:19317455059550208687,,,12715000.0,216.654999999999
576,2020-01-23,12DF03C6:19317455059550208687,,,,
577,2020-01-24,12DF03C6:19317455059550208687,,,19366000.0,212.906999999999
578,2020-01-25,12DF03C6:19317455059550208687,,,23309000.0,373.578
579,2020-01-26,12DF03C6:19317455059550208687,,,27465000.0,399.483
580,2020-01-27,12DF03C6:19317455059550208687,,,26536000.0,369.723
581,2020-01-28,12DF03C6:19317455059550208687,,,48890000.0,438.082999999999
582,2020-01-29,12DF03C6:19317455059550208687,,,29491000.0,435.034999999999
583,2020-01-30,12DF03C6:19317455059550208687,,,33091000.0,422.320999999999
584,2020-01-31,12DF03C6:19317455059550208687,,,28221000.0,431.688
585,2020-01-16,12DF03C6:19523068255842304686,0.275559317710691,0.464509787088334,515000.0,0.128
586,2020-01-17,12DF03C6:19523068255842304686,1.93995696177866,266.303330526639,47266000.0,516.617
587,2020-01-18,12DF03C6:19523068255842304686,2.06666677559706,361.813045445594,64608000.0,747.747
588,2020-01-19,12DF03C6:19523068255842304686,1.94857735829328,292.793610462412,49617000.0,570.531
589,2020-01-20,12DF03C6:19523068255842304686,2.1502102020816,323.366524503919,55062000.0,695.306
590,2020-01-21,12DF03C6:19523068255842304686,2.23473756929,236.87255598794,45456000.0,529.348
591,2020-01-22,12DF03C6:19523068255842304686,2.21941068614964,463.427073870838,80729000.0,1028.535
592,2020-01-23,12DF03C6:19523068255842304686,1.89402556900829,301.203959088422,55922000.0,570.488
593,2020-01-24,12DF03C6:19523068255842304686,2.18224133860934,318.402913420561,53953000.0,694.832
594,2020-01-25,12DF03C6:19523068255842304686,1.92654622105475,295.958640269651,49837000.0,570.178
595,2020-01-26,12DF03C6:19523068255842304686,2.18131305256108,318.951926310227,53267000.0,695.734
596,2020-01-27,12DF03C6:19523068255842304686,1.93120177597758,266.246130464395,47919000.0,514.175
597,2020-01-28,12DF03C6:19523068255842304686,2.12356767120208,356.548562246382,68044000.0,757.155
598,2020-01-29,12DF03C6:19523068255842304686,0.216050244279083,0.971996123867981,977000.0,0.21
599,2020-01-30,12DF03C6:19523068255842304686,1.97677083750296,130.694967316672,26115000.0,258.354
600,2020-01-31,12DF03C6:19523068255842304686,2.11870150816242,475.804636054809,81592000.0,1008.088
601,2020-01-16,12DF03C6:19890203641970688685,2.07274067062969,162.876140167326,30080000.0,337.6
602,2020-01-17,12DF03C6:19890203641970688685,2.08607061330388,202.45000207885,32954000.0,422.325
603,2020-01-18,12DF03C6:19890203641970688685,2.16006142094044,239.082090441278,42703000.0,516.432
604,2020-01-19,12DF03C6:19890203641970688685,2.27556337590844,450.057340016357,73768000.0,1024.134
605,2020-01-20,12DF03C6:19890203641970688685,2.3269138540023,247.96319769534,48182000.0,576.989
606,2020-01-21,12DF03C6:19890203641970688685,2.45022856367601,284.609774915762,51389000.0,697.358999999999
607,2020-01-22,12DF03C6:19890203641970688685,2.29210862388366,249.040553336783,49301000.0,570.828
608,2020-01-23,12DF03C6:19890203641970688685,2.2868979213951,304.12507418595,58109000.0,695.502999999981
609,2020-01-24,12DF03C6:19890203641970688685,2.0963982818779,364.488945924685,71765000.0,764.114
610,2020-01-25,12DF03C6:19890203641970688685,2.06441920180093,375.553569412478,68758000.0,775.3
611,2020-01-26,12DF03C6:19890203641970688685,2.10919571239407,245.313887639521,43391000.0,517.415
612,2020-01-27,12DF03C6:19890203641970688685,2.68371142811653,264.566075384007,57438000.0,710.019
613,2020-01-28,12DF03C6:19890203641970688685,0.196826269581477,1.48354180882915,1674000.0,0.292
614,2020-01-29,12DF03C6:19890203641970688685,2.34491675482813,245.314465349607,47986000.0,575.242
615,2020-01-30,12DF03C6:19890203641970688685,2.16078000875621,443.836020378601,76891000.0,959.032
616,2020-01-31,12DF03C6:19890203641970688685,2.32757213201213,338.588432625164,67909000.0,788.088999999999
