,Unnamed: 0,_id_id,deviceId,alarmType,recorded_at_value,recorded_at_hour,recorded_at_date,recorded_at_time,AM/PM,latitude,longitude,speed
9738,9738,8388,12DF03C6:19523068255842304686,HMW,1574469088805,12.31,2019-11-23,00:31:28,AM,12.495993614196776,78.22090911865234,80
9739,9739,8401,12DF03C6:19523068255842304686,HMW,1574469576354,12.39,2019-11-23,00:39:36,AM,12.563895225524902,78.17872619628906,86
9740,9740,8407,12DF03C6:19523068255842304686,HMW,1574469741817,12.42,2019-11-23,00:42:21,AM,12.58387851715088,78.15360260009766,65
9741,9741,8410,12DF03C6:19523068255842304686,HMW,1574469745304,12.42,2019-11-23,00:42:25,AM,12.584454536437988,78.15192413330078,73
9742,9742,12452,12DF03C6:19523068255842304686,HMW,1574469762823,12.42,2019-11-23,00:42:42,AM,12.585116386413574,78.14998626708984,85
9743,9743,12045,12DF03C6:19523068255842304686,HMW,1574469795819,12.43,2019-11-23,00:43:15,AM,12.588520050048828,78.14427185058594,71
9744,9744,8416,12DF03C6:19523068255842304686,HMW,1574469986821,12.46,2019-11-23,00:46:26,AM,12.60641860961914,78.11322784423828,38
9745,9745,8421,12DF03C6:19523068255842304686,HMW,1574470014815,12.46,2019-11-23,00:46:54,AM,12.605928421020508,78.10969543457031,60
9746,9746,16033,12DF03C6:19523068255842304686,HMW,1574470091281,12.48,2019-11-23,00:48:11,AM,12.608804702758787,78.09609985351562,65
9747,9747,8430,12DF03C6:19523068255842304686,HMW,1574470155830,12.49,2019-11-23,00:49:15,AM,12.616134643554688,78.08616638183594,80
9748,9748,8432,12DF03C6:19523068255842304686,HMW,1574470162811,12.49,2019-11-23,00:49:22,AM,12.616134643554688,78.08616638183594,80
9749,9749,8447,12DF03C6:19523068255842304686,HMW,1574470524119,12.55,2019-11-23,00:55:24,AM,12.651628494262695,78.03136444091797,78
9750,9750,14148,12DF03C6:19523068255842304686,FCW,1574470563355,12.56,2019-11-23,00:56:03,AM,12.656570434570312,78.02220153808594,84
9751,9751,8461,12DF03C6:19523068255842304686,FCW,1574470972529,1.02,2019-11-23,01:02:52,AM,12.680643081665039,77.94599151611328,88
9752,9752,8465,12DF03C6:19523068255842304686,HMW,1574471016322,1.03,2019-11-23,01:03:36,AM,12.683433532714846,77.93840026855469,49
9753,9753,11293,12DF03C6:19523068255842304686,HMW,1574471093334,1.04,2019-11-23,01:04:53,AM,12.687459945678713,77.92648315429688,80
9754,9754,8470,12DF03C6:19523068255842304686,FCW,1574471145434,1.05,2019-11-23,01:05:45,AM,12.692524909973145,77.917724609375,82
9755,9755,10888,12DF03C6:19523068255842304686,HMW,1574471182809,1.06,2019-11-23,01:06:22,AM,12.69771957397461,77.9131851196289,46
9756,9756,8480,12DF03C6:19523068255842304686,HMW,1574471217296,1.06,2019-11-23,01:06:57,AM,12.699751853942873,77.91034698486328,55
9757,9757,14220,12DF03C6:19523068255842304686,FCW,1574471357616,1.09,2019-11-23,01:09:17,AM,12.71265697479248,77.886962890625,90
9758,9758,15722,12DF03C6:19523068255842304686,HMW,1574471500264,1.11,2019-11-23,01:11:40,AM,12.724738121032715,77.86213684082031,73
9759,9759,14299,12DF03C6:19523068255842304686,FCW,1574471528333,1.12,2019-11-23,01:12:08,AM,12.72497844696045,77.86071014404297,52
9760,9760,8496,12DF03C6:19523068255842304686,FCW,1574471582710,1.13,2019-11-23,01:13:02,AM,12.727676391601562,77.84654998779297,85
9761,9761,8503,12DF03C6:19523068255842304686,HMW,1574471698818,1.14,2019-11-23,01:14:58,AM,12.736035346984865,77.82630920410156,53
9762,9762,11048,12DF03C6:19523068255842304686,FCW,1574471702596,1.15,2019-11-23,01:15:02,AM,12.736513137817385,77.82479095458984,60
9763,9763,9661,12DF03C6:19523068255842304686,FCW,1574471709602,1.15,2019-11-23,01:15:09,AM,12.736513137817385,77.82479095458984,60
9764,9764,10926,12DF03C6:19523068255842304686,FCW,1574471885815,1.18,2019-11-23,01:18:05,AM,12.758932113647461,77.79814147949219,72
9765,9765,8505,12DF03C6:19523068255842304686,HMW,1574471934282,1.18,2019-11-23,01:18:54,AM,12.764410018920898,77.79185485839844,66
9766,9766,11579,12DF03C6:19523068255842304686,FCW,1574472385613,1.26,2019-11-23,01:26:25,AM,12.77634334564209,77.77780151367188,1
9767,9767,8526,12DF03C6:19523068255842304686,HMW,1574472864816,1.34,2019-11-23,01:34:24,AM,12.779796600341795,77.7672348022461,56
9768,9768,8529,12DF03C6:19523068255842304686,HMW,1574472876307,1.34,2019-11-23,01:34:36,AM,12.780311584472654,77.76583862304688,53
9769,9769,10896,12DF03C6:19523068255842304686,HMW,1574472883814,1.34,2019-11-23,01:34:43,AM,12.780858039855955,77.76470947265625,0
9770,9770,8537,12DF03C6:19523068255842304686,HMW,1574472943825,1.35,2019-11-23,01:35:43,AM,12.783978462219238,77.75460052490234,60
9771,9771,8538,12DF03C6:19523068255842304686,HMW,1574472965316,1.36,2019-11-23,01:36:05,AM,12.785051345825195,77.75172424316406,65
9772,9772,8886,12DF03C6:19523068255842304686,FCW,1574472969603,1.36,2019-11-23,01:36:09,AM,12.785666465759276,77.7502670288086,59
9773,9773,16225,12DF03C6:19523068255842304686,HMW,1574472992798,1.36,2019-11-23,01:36:32,AM,12.786154747009276,77.74758911132812,62
9774,9774,10290,12DF03C6:19523068255842304686,HMW,1574472999309,1.36,2019-11-23,01:36:39,AM,12.786231994628904,77.74588012695312,68
9775,9775,8542,12DF03C6:19523068255842304686,HMW,1574473071809,1.37,2019-11-23,01:37:51,AM,12.7899169921875,77.7331314086914,79
9776,9776,8544,12DF03C6:19523068255842304686,HMW,1574473075301,1.37,2019-11-23,01:37:55,AM,12.7899169921875,77.7331314086914,79
9777,9777,8546,12DF03C6:19523068255842304686,FCW,1574473158595,1.39,2019-11-23,01:39:18,AM,12.796223640441895,77.71841430664062,76
9778,9778,8547,12DF03C6:19523068255842304686,FCW,1574473167633,1.39,2019-11-23,01:39:27,AM,12.797786712646484,77.7174072265625,68
9779,9779,8551,12DF03C6:19523068255842304686,HMW,1574473223834,1.4,2019-11-23,01:40:23,AM,12.801048278808596,77.71279907226562,69
9780,9780,8552,12DF03C6:19523068255842304686,HMW,1574473233824,1.4,2019-11-23,01:40:33,AM,12.80219841003418,77.70603942871094,71
9781,9781,16336,12DF03C6:19523068255842304686,HMW,1574473457799,1.44,2019-11-23,01:44:17,AM,12.826726913452148,77.68248748779297,71
9782,9782,8937,12DF03C6:19523068255842304686,FCW,1574473512806,1.45,2019-11-23,01:45:12,AM,12.83786678314209,77.678466796875,0
9783,9783,10046,12DF03C6:19523068255842304686,FCW,1574473836795,1.5,2019-11-23,01:50:36,AM,12.865968704223633,77.65647888183594,86
9784,9784,10843,12DF03C6:19523068255842304686,HMW,1574473894322,1.51,2019-11-23,01:51:34,AM,12.875345230102539,77.64884185791016,80
9785,9785,8561,12DF03C6:19523068255842304686,HMW,1574473898267,1.51,2019-11-23,01:51:38,AM,12.875345230102539,77.64884185791016,80
9786,9786,15148,12DF03C6:19523068255842304686,HMW,1574473905324,1.51,2019-11-23,01:51:45,AM,12.87686824798584,77.64749908447266,79
9787,9787,8563,12DF03C6:19523068255842304686,HMW,1574474092284,1.54,2019-11-23,01:54:52,AM,12.909078598022461,77.62765502929688,58
9788,9788,8566,12DF03C6:19523068255842304686,PCW,1574474157811,1.55,2019-11-23,01:55:57,AM,12.914323806762695,77.62442779541016,49
9789,9789,8568,12DF03C6:19523068255842304686,HMW,1574474251307,1.57,2019-11-23,01:57:31,AM,12.91853141784668,77.62193298339844,45
9790,9790,9329,12DF03C6:19523068255842304686,HMW,1574474811260,2.06,2019-11-23,02:06:51,AM,12.937753677368164,77.59934997558594,48
9791,9791,8569,12DF03C6:19523068255842304686,HMW,1574474815300,2.06,2019-11-23,02:06:55,AM,12.937753677368164,77.59934997558594,48
9792,9792,8583,12DF03C6:19523068255842304686,HMW,1574474977230,2.09,2019-11-23,02:09:37,AM,12.946526527404785,77.59492492675781,34
9793,9793,8571,12DF03C6:19523068255842304686,HMW,1574474983237,2.09,2019-11-23,02:09:43,AM,12.946526527404785,77.59492492675781,34
9794,9794,8822,12DF03C6:19523068255842304686,HMW,1574475145226,2.12,2019-11-23,02:12:25,AM,12.952476501464846,77.58808898925781,32
9795,9795,8573,12DF03C6:19523068255842304686,HMW,1574475461804,2.17,2019-11-23,02:17:41,AM,12.957528114318848,77.58207702636719,46
9796,9796,8574,12DF03C6:19523068255842304686,HMW,1574475472812,2.17,2019-11-23,02:17:52,AM,12.961493492126465,77.584228515625,59
9797,9797,13335,12DF03C6:19523068255842304686,HMW,1574475709258,2.21,2019-11-23,02:21:49,AM,12.964313507080078,77.57067108154297,33
9798,9798,12528,12DF03C6:19523068255842304686,HMW,1574475773309,2.22,2019-11-23,02:22:53,AM,12.961700439453125,77.5625991821289,49
9799,9799,14796,12DF03C6:19523068255842304686,HMW,1574475805809,2.23,2019-11-23,02:23:25,AM,12.961090087890625,77.55845642089844,51
9800,9800,8577,12DF03C6:19523068255842304686,HMW,1574475815234,2.23,2019-11-23,02:23:35,AM,12.96059513092041,77.55734252929688,45
9801,9801,9133,12DF03C6:19523068255842304686,PCW,1574506821822,11.0,2019-11-23,11:00:21,AM,12.951963424682615,77.54448699951172,10
9802,9802,16779,12DF03C6:19523068255842304686,PCW,1574508609805,11.3,2019-11-23,11:30:09,AM,12.953046798706055,77.5428695678711,0
9803,9803,16792,12DF03C6:19523068255842304686,PCW,1574509214780,11.4,2019-11-23,11:40:14,AM,12.957300186157227,77.55171203613281,28
9804,9804,16147,12DF03C6:19523068255842304686,HMW,1574509507332,11.45,2019-11-23,11:45:07,AM,12.962281227111815,77.56423950195312,36
9805,9805,9253,12DF03C6:19523068255842304686,PCW,1574509810760,11.5,2019-11-23,11:50:10,AM,12.965718269348145,77.58614349365234,27
9806,9806,9263,12DF03C6:19523068255842304686,FCW,1574510031562,11.53,2019-11-23,11:53:51,AM,12.964850425720215,77.58759307861328,24
9807,9807,9270,12DF03C6:19523068255842304686,HMW,1574510414278,12.0,2019-11-23,12:00:14,PM,12.959725379943848,77.59369659423828,34
9808,9808,9945,12DF03C6:19523068255842304686,FCW,1574511246640,12.14,2019-11-23,12:14:06,PM,12.9452486038208,77.59661865234375,17
9809,9809,12310,12DF03C6:19523068255842304686,HMW,1574513145824,12.45,2019-11-23,12:45:45,PM,12.88548469543457,77.64220428466797,58
9810,9810,13753,12DF03C6:19523068255842304686,HMW,1574513149338,12.45,2019-11-23,12:45:49,PM,12.88420295715332,77.64299011230469,49
9811,9811,9318,12DF03C6:19523068255842304686,HMW,1574513182817,12.46,2019-11-23,12:46:22,PM,12.88420295715332,77.64299011230469,49
9812,9812,13711,12DF03C6:19523068255842304686,HMW,1574513189093,12.46,2019-11-23,12:46:29,PM,12.880459785461426,77.645263671875,62
9813,9813,11183,12DF03C6:19523068255842304686,HMW,1574513191722,12.46,2019-11-23,12:46:31,PM,12.880459785461426,77.645263671875,62
9814,9814,10398,12DF03C6:19523068255842304686,HMW,1574513719821,12.55,2019-11-23,12:55:19,PM,12.83265209197998,77.68048095703125,41
9815,9815,10039,12DF03C6:19523068255842304686,FCW,1574513961816,12.59,2019-11-23,12:59:21,PM,12.812738418579102,77.69403839111328,88
9816,9816,11875,12DF03C6:19523068255842304686,FCW,1574514042626,1.0,2019-11-23,13:00:42,PM,12.802691459655762,77.70332336425781,48
9817,9817,14130,12DF03C6:19523068255842304686,HMW,1574514068812,1.01,2019-11-23,13:01:08,PM,12.803343772888185,77.70191192626953,49
9818,9818,9343,12DF03C6:19523068255842304686,HMW,1574514345819,1.05,2019-11-23,13:05:45,PM,12.787433624267578,77.73845672607422,0
9819,9819,9345,12DF03C6:19523068255842304686,HMW,1574514386831,1.06,2019-11-23,13:06:26,PM,12.786518096923828,77.74273681640625,40
9820,9820,11357,12DF03C6:19523068255842304686,HMW,1574514421834,1.07,2019-11-23,13:07:01,PM,12.786176681518555,77.7472152709961,42
9821,9821,9351,12DF03C6:19523068255842304686,HMW,1574514561827,1.09,2019-11-23,13:09:21,PM,12.779308319091795,77.76884460449219,0
9822,9822,9372,12DF03C6:19523068255842304686,HMW,1574515689067,1.28,2019-11-23,13:28:09,PM,12.733026504516602,77.83539581298828,71
9823,9823,9783,12DF03C6:19523068255842304686,HMW,1574515885823,1.31,2019-11-23,13:31:25,PM,12.723428726196287,77.86542510986328,66
9824,9824,16319,12DF03C6:19523068255842304686,FCW,1574516024808,1.33,2019-11-23,13:33:44,PM,12.71186351776123,77.8938217163086,86
9825,9825,10661,12DF03C6:19523068255842304686,HMW,1574516289069,1.38,2019-11-23,13:38:09,PM,12.684106826782227,77.93663787841797,73
9826,9826,10561,12DF03C6:19523068255842304686,FCW,1574516331819,1.38,2019-11-23,13:38:51,PM,12.680381774902346,77.94819641113281,79
9827,9827,10445,12DF03C6:19523068255842304686,HMW,1574516541828,1.42,2019-11-23,13:42:21,PM,12.671518325805664,77.97997283935547,47
9828,9828,13976,12DF03C6:19523068255842304686,FCW,1574516717738,1.45,2019-11-23,13:45:17,PM,12.661825180053713,78.01348114013672,86
9829,9829,15998,12DF03C6:19523068255842304686,HMW,1574516911848,1.48,2019-11-23,13:48:31,PM,12.644330024719238,78.052978515625,75
9830,9830,13308,12DF03C6:19523068255842304686,HMW,1574517077112,1.51,2019-11-23,13:51:17,PM,12.63379192352295,78.07276153564453,77
9831,9831,10109,12DF03C6:19523068255842304686,FCW,1574519660722,2.34,2019-11-23,14:34:20,PM,12.547287940979006,78.19881439208984,65
9832,9832,10377,12DF03C6:19523068255842304686,FCW,1574519687808,2.34,2019-11-23,14:34:47,PM,12.54546356201172,78.20084381103516,40
9833,9833,9443,12DF03C6:19523068255842304686,FCW,1574519690814,2.34,2019-11-23,14:34:50,PM,12.544946670532227,78.20133972167969,17
9834,9834,9444,12DF03C6:19523068255842304686,FCW,1574519691634,2.34,2019-11-23,14:34:51,PM,12.544946670532227,78.20133972167969,17
9835,9835,9450,12DF03C6:19523068255842304686,HMW,1574519819345,2.36,2019-11-23,14:36:59,PM,12.54439640045166,78.20159149169922,27
9836,9836,9456,12DF03C6:19523068255842304686,HMW,1574519835817,2.37,2019-11-23,14:37:15,PM,12.543428421020508,78.20188903808594,44
9837,9837,16117,12DF03C6:19523068255842304686,HMW,1574519923283,2.38,2019-11-23,14:38:43,PM,12.526590347290039,78.20789337158203,60
9838,9838,11603,12DF03C6:19523068255842304686,HMW,1574520011813,2.4,2019-11-23,14:40:11,PM,12.51370620727539,78.21748352050781,77
9839,9839,14766,12DF03C6:19523068255842304686,FCW,1574520022814,2.4,2019-11-23,14:40:22,PM,12.512618064880373,78.21831512451172,0
9840,9840,15267,12DF03C6:19523068255842304686,HMW,1574520350799,2.45,2019-11-23,14:45:50,PM,12.458593368530273,78.21542358398438,58
9841,9841,11610,12DF03C6:19523068255842304686,HMW,1574520403803,2.46,2019-11-23,14:46:43,PM,12.45009708404541,78.21835327148438,60
9842,9842,10814,12DF03C6:19523068255842304686,HMW,1574520478830,2.47,2019-11-23,14:47:58,PM,12.432758331298828,78.22382354736328,0
9843,9843,13880,12DF03C6:19523068255842304686,HMW,1574520629816,2.5,2019-11-23,14:50:29,PM,12.404813766479492,78.2218246459961,87
9844,9844,9774,12DF03C6:19523068255842304686,HMW,1574521314840,3.01,2019-11-23,15:01:54,PM,12.268043518066404,78.19615936279297,0
9845,9845,12953,12DF03C6:19523068255842304686,HMW,1574521350825,3.02,2019-11-23,15:02:30,PM,12.263259887695312,78.19690704345703,52
9846,9846,11411,12DF03C6:19523068255842304686,HMW,1574521609029,3.06,2019-11-23,15:06:49,PM,12.22023868560791,78.19155883789062,82
9847,9847,9698,12DF03C6:19523068255842304686,HMW,1574521876355,3.11,2019-11-23,15:11:16,PM,12.175868034362793,78.17059326171875,62
9848,9848,12398,12DF03C6:19523068255842304686,HMW,1574522221829,3.17,2019-11-23,15:17:01,PM,12.127695083618164,78.13558197021484,78
9849,9849,9504,12DF03C6:19523068255842304686,HMW,1574522234828,3.17,2019-11-23,15:17:14,PM,12.124139785766602,78.13441467285156,57
9850,9850,12390,12DF03C6:19523068255842304686,HMW,1574522237827,3.17,2019-11-23,15:17:17,PM,12.124139785766602,78.13441467285156,57
9851,9851,9990,12DF03C6:19523068255842304686,HMW,1574522243826,3.17,2019-11-23,15:17:23,PM,12.122823715209961,78.13397216796875,60
9852,9852,16758,12DF03C6:19523068255842304686,HMW,1574522253096,3.17,2019-11-23,15:17:33,PM,12.122823715209961,78.13397216796875,60
9853,9853,9505,12DF03C6:19523068255842304686,FCW,1574522403825,3.2,2019-11-23,15:20:03,PM,12.097419738769533,78.11907958984375,60
9854,9854,9547,12DF03C6:19523068255842304686,HMW,1574522691835,3.24,2019-11-23,15:24:51,PM,12.04852294921875,78.10650634765625,47
9855,9855,16011,12DF03C6:19523068255842304686,HMW,1574522709818,3.25,2019-11-23,15:25:09,PM,12.047293663024902,78.10619354248047,48
9856,9856,9520,12DF03C6:19523068255842304686,FCW,1574522872632,3.27,2019-11-23,15:27:52,PM,12.021430015563965,78.09652709960938,86
9857,9857,9534,12DF03C6:19523068255842304686,FCW,1574523113652,3.31,2019-11-23,15:31:53,PM,12.004340171813965,78.07945251464844,56
9858,9858,14621,12DF03C6:19523068255842304686,HMW,1574523534291,3.38,2019-11-23,15:38:54,PM,11.944793701171875,78.04789733886719,64
9859,9859,9543,12DF03C6:19523068255842304686,HMW,1574523636820,3.4,2019-11-23,15:40:36,PM,11.936128616333008,78.05953979492188,47
9860,9860,9548,12DF03C6:19523068255842304686,HMW,1574523667810,3.41,2019-11-23,15:41:07,PM,11.93468189239502,78.06282806396484,40
9861,9861,10543,12DF03C6:19523068255842304686,HMW,1574523698824,3.41,2019-11-23,15:41:38,PM,11.932106971740724,78.06471252441406,39
9862,9862,14089,12DF03C6:19523068255842304686,HMW,1574523737817,3.42,2019-11-23,15:42:17,PM,11.927608489990234,78.06529235839844,47
9863,9863,13172,12DF03C6:19523068255842304686,HMW,1574523787297,3.43,2019-11-23,15:43:07,PM,11.92021656036377,78.06240844726562,52
9864,9864,11896,12DF03C6:19523068255842304686,HMW,1574523834834,3.43,2019-11-23,15:43:54,PM,11.914008140563965,78.05892944335938,60
9865,9865,10068,12DF03C6:19523068255842304686,HMW,1574524080814,3.48,2019-11-23,15:48:00,PM,11.874930381774902,78.08253479003906,72
9866,9866,16574,12DF03C6:19523068255842304686,HMW,1574524104825,3.48,2019-11-23,15:48:24,PM,11.872106552124025,78.0832290649414,47
9867,9867,13318,12DF03C6:19523068255842304686,HMW,1574524126822,3.48,2019-11-23,15:48:46,PM,11.86985683441162,78.08395385742188,56
9868,9868,16787,12DF03C6:19523068255842304686,HMW,1574524256822,3.5,2019-11-23,15:50:56,PM,11.85219955444336,78.07073974609375,0
9869,9869,14557,12DF03C6:19523068255842304686,HMW,1574524325322,3.52,2019-11-23,15:52:05,PM,11.841471672058105,78.06697845458984,51
9870,9870,9558,12DF03C6:19523068255842304686,HMW,1574524443323,3.54,2019-11-23,15:54:03,PM,11.827244758605955,78.06643676757812,68
9871,9871,9565,12DF03C6:19523068255842304686,HMW,1574524578818,3.56,2019-11-23,15:56:18,PM,11.806106567382812,78.05940246582031,0
9872,9872,9566,12DF03C6:19523068255842304686,HMW,1574524598829,3.56,2019-11-23,15:56:38,PM,11.80264663696289,78.05841827392578,67
9873,9873,13107,12DF03C6:19523068255842304686,HMW,1574524612831,3.56,2019-11-23,15:56:52,PM,11.801093101501465,78.05796813964844,63
9874,9874,10455,12DF03C6:19523068255842304686,HMW,1574524952631,4.02,2019-11-23,16:02:32,PM,11.738591194152832,78.05223846435547,66
9875,9875,11442,12DF03C6:19523068255842304686,HMW,1574524983820,4.03,2019-11-23,16:03:03,PM,11.735569953918455,78.05571746826172,55
9876,9876,9569,12DF03C6:19523068255842304686,HMW,1574524987831,4.03,2019-11-23,16:03:07,PM,11.735569953918455,78.05571746826172,55
9877,9877,11582,12DF03C6:19523068255842304686,HMW,1574525041828,4.04,2019-11-23,16:04:01,PM,11.730250358581545,78.06155395507812,70
9878,9878,10979,12DF03C6:19523068255842304686,HMW,1574525048827,4.04,2019-11-23,16:04:08,PM,11.729183197021484,78.06258392333984,0
9879,9879,9580,12DF03C6:19523068255842304686,FCW,1574525446728,4.1,2019-11-23,16:10:46,PM,11.69959831237793,78.10514068603516,64
9880,9880,12165,12DF03C6:19523068255842304686,HMW,1574525879829,4.17,2019-11-23,16:17:59,PM,11.660810470581055,78.121826171875,36
9881,9881,9586,12DF03C6:19523068255842304686,HMW,1574525894814,4.18,2019-11-23,16:18:14,PM,11.656794548034668,78.12146759033203,53
9882,9882,9599,12DF03C6:19523068255842304686,HMW,1574526252810,4.24,2019-11-23,16:24:12,PM,11.62399196624756,78.1090087890625,84
9883,9883,17035,12DF03C6:19523068255842304686,FCW,1574526805820,4.33,2019-11-23,16:33:25,PM,11.572674751281738,78.03717803955078,82
9884,9884,9617,12DF03C6:19523068255842304686,HMW,1574526872835,4.34,2019-11-23,16:34:32,PM,11.564085006713867,78.0256576538086,80
9885,9885,9627,12DF03C6:19523068255842304686,HMW,1574527274823,4.41,2019-11-23,16:41:14,PM,11.535848617553713,77.96339416503906,71
9886,9886,9628,12DF03C6:19523068255842304686,HMW,1574527300119,4.41,2019-11-23,16:41:40,PM,11.535848617553713,77.96339416503906,71
9887,9887,9629,12DF03C6:19523068255842304686,HMW,1574527949835,4.52,2019-11-23,16:52:29,PM,11.493550300598145,77.88386535644531,0
9888,9888,16999,12DF03C6:19523068255842304686,HMW,1574528023084,4.53,2019-11-23,16:53:43,PM,11.494502067565918,77.87614440917969,65
9889,9889,16308,12DF03C6:19523068255842304686,HMW,1574528070837,4.54,2019-11-23,16:54:30,PM,11.494098663330078,77.87040710449219,74
9890,9890,12191,12DF03C6:19523068255842304686,HMW,1574528095828,4.54,2019-11-23,16:54:55,PM,11.492728233337402,77.8606185913086,83
9891,9891,9631,12DF03C6:19523068255842304686,HMW,1574528115820,4.55,2019-11-23,16:55:15,PM,11.492164611816404,77.85636138916016,78
9892,9892,13253,12DF03C6:19523068255842304686,HMW,1574528135831,4.55,2019-11-23,16:55:35,PM,11.490900039672852,77.85257720947266,76
9893,9893,9633,12DF03C6:19523068255842304686,HMW,1574528153828,4.55,2019-11-23,16:55:53,PM,11.489879608154295,77.85089111328125,79
9894,9894,14420,12DF03C6:19523068255842304686,HMW,1574528164817,4.56,2019-11-23,16:56:04,PM,11.488815307617188,77.84919738769531,76
9895,9895,11005,12DF03C6:19523068255842304686,HMW,1574528781343,5.06,2019-11-23,17:06:21,PM,11.44668960571289,77.7424545288086,87
9896,9896,12297,12DF03C6:19523068255842304686,FCW,1574529661818,5.21,2019-11-23,17:21:01,PM,11.353936195373535,77.64457702636719,84
9897,9897,14157,12DF03C6:19523068255842304686,FCW,1574530427658,5.33,2019-11-23,17:33:47,PM,11.25772190093994,77.5496597290039,0
9898,9898,16573,12DF03C6:19523068255842304686,FCW,1574530588668,5.36,2019-11-23,17:36:28,PM,11.245753288269043,77.51990509033203,7
9899,9899,9691,12DF03C6:19523068255842304686,HMW,1574530741387,5.39,2019-11-23,17:39:01,PM,11.23695182800293,77.50267028808594,67
9900,9900,14648,12DF03C6:19523068255842304686,HMW,1574531229832,5.47,2019-11-23,17:47:09,PM,11.198543548583984,77.41581726074219,87
9901,9901,13233,12DF03C6:19523068255842304686,HMW,1574531269822,5.47,2019-11-23,17:47:49,PM,11.199156761169434,77.4076919555664,79
9902,9902,9721,12DF03C6:19523068255842304686,FCW,1574531546638,5.52,2019-11-23,17:52:26,PM,11.216509819030762,77.35287475585938,0
9903,9903,12811,12DF03C6:19523068255842304686,HMW,1574532499814,6.08,2019-11-23,18:08:19,PM,11.143853187561037,77.20520782470703,62
9904,9904,9737,12DF03C6:19523068255842304686,HMW,1574532572833,6.09,2019-11-23,18:09:32,PM,11.1266450881958,77.19713592529297,76
9905,9905,14421,12DF03C6:19523068255842304686,FCW,1574532670615,6.11,2019-11-23,18:11:10,PM,11.117745399475098,77.18573760986328,80
9906,9906,9960,12DF03C6:19523068255842304686,FCW,1574533296590,6.21,2019-11-23,18:21:36,PM,11.061084747314453,77.08916473388672,19
9907,9907,13493,12DF03C6:19523068255842304686,HMW,1574533566831,6.26,2019-11-23,18:26:06,PM,11.041308403015137,77.07755279541016,0
9908,9908,13842,12DF03C6:19523068255842304686,FCW,1574534322672,6.38,2019-11-23,18:38:42,PM,10.95348834991455,77.02066040039062,61
9909,9909,9779,12DF03C6:19523068255842304686,HMW,1574534437822,6.4,2019-11-23,18:40:37,PM,10.940299987792967,77.00782012939453,50
9910,9910,15283,12DF03C6:19523068255842304686,FCW,1574534934723,6.48,2019-11-23,18:48:54,PM,10.895593643188477,76.94673919677734,65
9911,9911,9793,12DF03C6:19523068255842304686,FCW,1574534942809,6.49,2019-11-23,18:49:02,PM,10.895535469055176,76.9458999633789,8
9912,9912,12987,12DF03C6:19523068255842304686,FCW,1574535072551,6.51,2019-11-23,18:51:12,PM,10.893607139587402,76.92829132080078,13
9913,9913,9800,12DF03C6:19523068255842304686,HMW,1574535157828,6.52,2019-11-23,18:52:37,PM,10.89325714111328,76.9251480102539,45
9914,9914,10467,12DF03C6:19523068255842304686,HMW,1574535329820,6.55,2019-11-23,18:55:29,PM,10.872971534729004,76.90260314941406,95
9915,9915,12445,12DF03C6:19523068255842304686,FCW,1574535363813,6.56,2019-11-23,18:56:03,PM,10.871843338012695,76.89420318603516,88
9916,9916,9805,12DF03C6:19523068255842304686,HMW,1574535614323,7.0,2019-11-23,19:00:14,PM,10.855006217956543,76.85045623779297,62
9917,9917,13454,12DF03C6:19523068255842304686,HMW,1574535646319,7.0,2019-11-23,19:00:46,PM,10.854443550109863,76.84590148925781,52
9918,9918,9816,12DF03C6:19523068255842304686,FCW,1574535770814,7.02,2019-11-23,19:02:50,PM,10.839788436889648,76.83889770507812,68
9919,9919,14651,12DF03C6:19523068255842304686,FCW,1574535801650,7.03,2019-11-23,19:03:21,PM,10.83623504638672,76.83722686767578,86
9920,9920,16581,12DF03C6:19523068255842304686,HMW,1574536132827,7.08,2019-11-23,19:08:52,PM,10.80055046081543,76.78231048583984,82
9921,9921,17050,12DF03C6:19523068255842304686,HMW,1574536228621,7.1,2019-11-23,19:10:28,PM,10.797590255737305,76.76348876953125,78
9922,9922,11268,12DF03C6:19523068255842304686,HMW,1574536255359,7.1,2019-11-23,19:10:55,PM,10.79931640625,76.7584457397461,76
9923,9923,16254,12DF03C6:19523068255842304686,HMW,1574536283820,7.11,2019-11-23,19:11:23,PM,10.79928207397461,76.75408172607422,87
9924,9924,13699,12DF03C6:19523068255842304686,FCW,1574536326624,7.12,2019-11-23,19:12:06,PM,10.797866821289062,76.74373626708984,85
9925,9925,9823,12DF03C6:19523068255842304686,HMW,1574536353815,7.12,2019-11-23,19:12:33,PM,10.79685878753662,76.73992156982422,54
9926,9926,14802,12DF03C6:19523068255842304686,HMW,1574536366806,7.12,2019-11-23,19:12:46,PM,10.796343803405762,76.7386474609375,60
9927,9927,11877,12DF03C6:19523068255842304686,HMW,1574536525805,7.15,2019-11-23,19:15:25,PM,10.78256130218506,76.71491241455078,68
9928,9928,15724,12DF03C6:19523068255842304686,HMW,1574536531835,7.15,2019-11-23,19:15:31,PM,10.779535293579102,76.7126693725586,53
9929,9929,15396,12DF03C6:19523068255842304686,HMW,1574536538825,7.15,2019-11-23,19:15:38,PM,10.779535293579102,76.7126693725586,53
9930,9930,12204,12DF03C6:19523068255842304686,HMW,1574536549822,7.15,2019-11-23,19:15:49,PM,10.778286933898926,76.71141052246094,42
